| module                                                                           | #parameters or shape      | #flops        |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.dw.conv.weight               |       (736, 1, 3, 3)      |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se                            |      0.272M               |      8.324M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se.se                        |       0.272M              |       8.125M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se.se.0.conv                |        0.136M             |        4.063M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se.se.0.conv.weight        |         (184, 736, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se.se.0.conv.bias          |         (184,)            |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se.se.1                     |        0.136M             |        4.063M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se.se.1.weight             |         (736, 184, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se.se.1.bias               |         (736,)            |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.se.avg_pool                  |                           |       0.199M  |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pwl                           |      0.136M               |      36.664M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pwl.conv                     |       0.135M              |       36.564M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pwl.conv.weight             |        (184, 736, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pwl.bn                       |       0.368K              |       99.36K  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pwl.bn.weight               |        (184,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_1.pwl.bn.bias                 |        (184,)             |               |
|     roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2                                |     0.551M                |     83.738M   |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pw                            |      0.137M               |      36.962M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pw.conv                      |       0.135M              |       36.564M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pw.conv.weight              |        (736, 184, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pw.bn                        |       1.472K              |       0.397M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pw.bn.weight                |        (736,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pw.bn.bias                  |        (736,)             |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.dw.conv                       |      6.624K               |      1.788M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.dw.conv.weight               |       (736, 1, 3, 3)      |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se                            |      0.272M               |      8.324M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se.se                        |       0.272M              |       8.125M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se.se.0.conv                |        0.136M             |        4.063M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se.se.0.conv.weight        |         (184, 736, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se.se.0.conv.bias          |         (184,)            |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se.se.1                     |        0.136M             |        4.063M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se.se.1.weight             |         (736, 184, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se.se.1.bias               |         (736,)            |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.se.avg_pool                  |                           |       0.199M  |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pwl                           |      0.136M               |      36.664M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pwl.conv                     |       0.135M              |       36.564M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pwl.conv.weight             |        (184, 736, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pwl.bn                       |       0.368K              |       99.36K  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pwl.bn.weight               |        (184,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_2.pwl.bn.bias                 |        (184,)             |               |
|     roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3                                |     0.551M                |     83.738M   |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pw                            |      0.137M               |      36.962M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pw.conv                      |       0.135M              |       36.564M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pw.conv.weight              |        (736, 184, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pw.bn                        |       1.472K              |       0.397M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pw.bn.weight                |        (736,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pw.bn.bias                  |        (736,)             |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.dw.conv                       |      6.624K               |      1.788M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.dw.conv.weight               |       (736, 1, 3, 3)      |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se                            |      0.272M               |      8.324M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se.se                        |       0.272M              |       8.125M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se.se.0.conv                |        0.136M             |        4.063M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se.se.0.conv.weight        |         (184, 736, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se.se.0.conv.bias          |         (184,)            |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se.se.1                     |        0.136M             |        4.063M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se.se.1.weight             |         (736, 184, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se.se.1.bias               |         (736,)            |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.se.avg_pool                  |                           |       0.199M  |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pwl                           |      0.136M               |      36.664M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pwl.conv                     |       0.135M              |       36.564M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pwl.conv.weight             |        (184, 736, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pwl.bn                       |       0.368K              |       99.36K  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pwl.bn.weight               |        (184,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_3.pwl.bn.bias                 |        (184,)             |               |
|     roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4                                |     0.551M                |     83.738M   |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pw                            |      0.137M               |      36.962M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pw.conv                      |       0.135M              |       36.564M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pw.conv.weight              |        (736, 184, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pw.bn                        |       1.472K              |       0.397M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pw.bn.weight                |        (736,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pw.bn.bias                  |        (736,)             |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.dw.conv                       |      6.624K               |      1.788M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.dw.conv.weight               |       (736, 1, 3, 3)      |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se                            |      0.272M               |      8.324M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se.se                        |       0.272M              |       8.125M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se.se.0.conv                |        0.136M             |        4.063M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se.se.0.conv.weight        |         (184, 736, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se.se.0.conv.bias          |         (184,)            |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se.se.1                     |        0.136M             |        4.063M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se.se.1.weight             |         (736, 184, 1, 1)  |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se.se.1.bias               |         (736,)            |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.se.avg_pool                  |                           |       0.199M  |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pwl                           |      0.136M               |      36.664M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pwl.conv                     |       0.135M              |       36.564M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pwl.conv.weight             |        (184, 736, 1, 1)   |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pwl.bn                       |       0.368K              |       99.36K  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pwl.bn.weight               |        (184,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_4.pwl.bn.bias                 |        (184,)             |               |
|     roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5                                |     1.074M                |     0.141G    |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pw                            |      0.205M               |      55.443M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pw.conv                      |       0.203M              |       54.847M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pw.conv.weight              |        (1104, 184, 1, 1)  |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pw.bn                        |       2.208K              |       0.596M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pw.bn.weight                |        (1104,)            |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pw.bn.bias                  |        (1104,)            |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.dw.conv                       |      27.6K                |      7.452M   |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.dw.conv.weight               |       (1104, 1, 5, 5)     |               |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se                            |      0.62M                |      18.845M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se.se                        |       0.62M               |       18.547M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se.se.0.conv                |        0.309M             |        9.274M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se.se.0.conv.weight        |         (280, 1104, 1, 1) |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se.se.0.conv.bias          |         (280,)            |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se.se.1                     |        0.31M              |        9.274M |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se.se.1.weight             |         (1104, 280, 1, 1) |               |
|         roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se.se.1.bias               |         (1104,)           |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.se.avg_pool                  |                           |       0.298M  |
|      roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pwl                           |      0.221M               |      59.724M  |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pwl.conv                     |       0.221M              |       59.616M |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pwl.conv.weight             |        (200, 1104, 1, 1)  |               |
|       roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pwl.bn                       |       0.4K                |       0.108M  |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pwl.bn.weight               |        (200,)             |               |
|        roi_heads.box_head.roi_box_conv.0.fbnetv2_0_5.pwl.bn.bias                 |        (200,)             |               |
|    roi_heads.box_head.avgpool                                                    |                           |    54K        |
|   roi_heads.box_predictor                                                        |   1.206K                  |   36K         |
|    roi_heads.box_predictor.cls_score                                             |    0.402K                 |    12K        |
|     roi_heads.box_predictor.cls_score.weight                                     |     (2, 200)              |               |
|     roi_heads.box_predictor.cls_score.bias                                       |     (2,)                  |               |
|    roi_heads.box_predictor.bbox_pred                                             |    0.804K                 |    24K        |
|     roi_heads.box_predictor.bbox_pred.weight                                     |     (4, 200)              |               |
|     roi_heads.box_predictor.bbox_pred.bias                                       |     (4,)                  |               |
